Hugo_Symbol,n_mutations,n_patients,n_high_impact,hotspot_count,high_impact_ratio,patient_frequency,hotspot_ratio,patient_frequency_norm,high_impact_ratio_norm,hotspot_ratio_norm,gene_priority_score,log_n_mutations
KCNAB1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
MYO16,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
SHANK2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
CDHR1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
CFAP65,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
OPLAH,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
PLB1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
SIGLEC1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
USP40,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
CHUK,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
ZNF318,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
LRP4,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
KCNA4,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
PLG,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
GRAMD1B,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
AL645922.1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
PCDHA12,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
PTGER3,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
DIAPH3,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
POM121L12,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
PI4KA,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
ADAM18,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
CDK5RAP2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
LNPEP,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
PIWIL4,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
USP48,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
MCF2L,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
MAGEC3,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
ARHGEF17,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
A2M,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
TET1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
ERC1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
LAMB4,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
PCDHGA4,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
TASOR2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
SNAP91,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
NOTCH2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
TOGARAM2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
GUCY2C,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
GRIN1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
NSD2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
UMODL1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
CLSTN2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
USP20,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
RAB3GAP2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
CACNA1D,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
IGSF3,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
SPTB,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
ITGB5,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
WDR49,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
SYDE1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
BTAF1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
PDE1C,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
ZFP64,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
NOS3,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
HIVEP3,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
HFM1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
HIF3A,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
STAG2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
DOCK3,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
NFATC2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
DPP10,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
ATP13A1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
UBR5,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
UBR2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
DUOX1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
PRDM2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
ELL2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
HSPG2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
SVIL,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
SPEF2,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
KCNH8,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
PTPN14,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
ABCC8,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
MTREX,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
SLC12A1,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
RIMBP3,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
INSRR,8,8,1.0,0.0,0.125,0.0193236714975845,0.0,0.056451612903225895,0.125,0.0,0.06572580645161294,2.1972245773362196
CENPF,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
MED12,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
PTPRC,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
NPC1L1,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
TMPRSS15,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
PCDHB10,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
LRFN2,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
ABCA3,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
AC006059.2,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
TEX2,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
PDE6B,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
PKD1,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
DHX37,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
DCLK1,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
KCNU1,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
HELZ,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
GABRA6,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
ZNF423,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
N4BP2,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
NCOA6,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
ATP8A1,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
RBP3,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
PLEC,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
PCDHA5,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
IGSF10,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
MYH11,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
BMPER,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
MYH8,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
ASXL3,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
SCN2A,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
FOXG1,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
SCN7A,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
AFF2,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
EGFR,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
TCHH,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
RASAL2,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
CLTC,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
FRYL,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
CACNA1I,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
CHRM2,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
PRPF8,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
SLITRK1,9,9,1.0,0.0,0.1111111111111111,0.0217391304347826,0.0,0.06451612903225827,0.1111111111111111,0.0,0.06559139784946247,2.302585092994046
ITGAD,12,11,1.0,0.0,0.0833333333333333,0.0265700483091787,0.0,0.08064516129032266,0.0833333333333333,0.0,0.06532258064516132,2.5649493574615367
PLA2G4A,12,11,1.0,0.0,0.0833333333333333,0.0265700483091787,0.0,0.08064516129032266,0.0833333333333333,0.0,0.06532258064516132,2.5649493574615367
MYO3B,12,11,1.0,0.0,0.0833333333333333,0.0265700483091787,0.0,0.08064516129032266,0.0833333333333333,0.0,0.06532258064516132,2.5649493574615367
ACACB,12,11,1.0,0.0,0.0833333333333333,0.0265700483091787,0.0,0.08064516129032266,0.0833333333333333,0.0,0.06532258064516132,2.5649493574615367
PIKFYVE,12,11,1.0,0.0,0.0833333333333333,0.0265700483091787,0.0,0.08064516129032266,0.0833333333333333,0.0,0.06532258064516132,2.5649493574615367
MED13,12,11,1.0,0.0,0.0833333333333333,0.0265700483091787,0.0,0.08064516129032266,0.0833333333333333,0.0,0.06532258064516132,2.5649493574615367
CACNA1B,12,11,1.0,0.0,0.0833333333333333,0.0265700483091787,0.0,0.08064516129032266,0.0833333333333333,0.0,0.06532258064516132,2.5649493574615367
TENM1,17,17,0.0,0.0,0.0,0.0410628019323671,0.0,0.12903225806451618,0.0,0.0,0.06451612903225809,2.8903717578961645
PIK3CA,17,17,0.0,0.0,0.0,0.0410628019323671,0.0,0.12903225806451618,0.0,0.0,0.06451612903225809,2.8903717578961645
SLITRK2,18,17,0.0,0.0,0.0,0.0410628019323671,0.0,0.12903225806451618,0.0,0.0,0.06451612903225809,2.9444389791664403
ANKRD26,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
PDE8A,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
PTPRD,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
GRIA2,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
TACC2,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
KDR,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
PHRF1,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
DCDC1,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
CTNND2,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
TMEM132B,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
PLCB4,11,10,1.0,0.0,0.0909090909090909,0.0241545893719806,0.0,0.0725806451612903,0.0909090909090909,0.0,0.06356304985337241,2.4849066497880004
ZEB2,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
FBLN2,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
FAM83H,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
MCM10,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
FRY,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
GGNBP2,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
SLC44A5,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
PRR16,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
SLC9C2,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
TBX18,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
HIPK2,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
AR,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
IMPG2,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
SUCO,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
HMGCR,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
ZNF202,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
KDM4C,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
CTNND1,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
CRMP1,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
OR8K1,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
OR2B11,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
SNX19,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
THEMIS,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
ATP13A3,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
MROH7,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
UNC13B,7,6,1.0,0.0,0.1428571428571428,0.0144927536231884,0.0,0.0403225806451615,0.1428571428571428,0.0,0.06301843317972358,2.0794415416798357
OR5L1,10,9,1.0,0.0,0.1,0.0217391304347826,0.0,0.06451612903225827,0.1,0.0,0.062258064516129134,2.3978952727983707
NYNRIN,10,9,1.0,0.0,0.1,0.0217391304347826,0.0,0.06451612903225827,0.1,0.0,0.062258064516129134,2.3978952727983707
DOCK7,10,9,1.0,0.0,0.1,0.0217391304347826,0.0,0.06451612903225827,0.1,0.0,0.062258064516129134,2.3978952727983707
NFE2L2,10,9,1.0,0.0,0.1,0.0217391304347826,0.0,0.06451612903225827,0.1,0.0,0.062258064516129134,2.3978952727983707
EIF2AK4,10,9,1.0,0.0,0.1,0.0217391304347826,0.0,0.06451612903225827,0.1,0.0,0.062258064516129134,2.3978952727983707
XKR4,10,9,1.0,0.0,0.1,0.0217391304347826,0.0,0.06451612903225827,0.1,0.0,0.062258064516129134,2.3978952727983707
TLR8,10,9,1.0,0.0,0.1,0.0217391304347826,0.0,0.06451612903225827,0.1,0.0,0.062258064516129134,2.3978952727983707
CFAP61,10,9,1.0,0.0,0.1,0.0217391304347826,0.0,0.06451612903225827,0.1,0.0,0.062258064516129134,2.3978952727983707
GRIA3,10,9,1.0,0.0,0.1,0.0217391304347826,0.0,0.06451612903225827,0.1,0.0,0.062258064516129134,2.3978952727983707
GRM8,10,9,1.0,0.0,0.1,0.0217391304347826,0.0,0.06451612903225827,0.1,0.0,0.062258064516129134,2.3978952727983707
MCTP1,6,4,1.0,0.0,0.1666666666666666,0.0096618357487922,0.0,0.024193548387096767,0.1666666666666666,0.0,0.062096774193548365,1.9459101490553132
APBB3,6,4,1.0,0.0,0.1666666666666666,0.0096618357487922,0.0,0.024193548387096767,0.1666666666666666,0.0,0.062096774193548365,1.9459101490553132
MGAM,14,11,1.0,0.0,0.0714285714285714,0.0265700483091787,0.0,0.08064516129032266,0.0714285714285714,0.0,0.061751152073732746,2.70805020110221
OR4A15,8,7,1.0,0.0,0.125,0.0169082125603864,0.0,0.048387096774193526,0.125,0.0,0.06169354838709676,2.1972245773362196
GPRIN2,8,7,1.0,0.0,0.125,0.0169082125603864,0.0,0.048387096774193526,0.125,0.0,0.06169354838709676,2.1972245773362196
ATAD2,8,7,1.0,0.0,0.125,0.0169082125603864,0.0,0.048387096774193526,0.125,0.0,0.06169354838709676,2.1972245773362196
BICD1,8,7,1.0,0.0,0.125,0.0169082125603864,0.0,0.048387096774193526,0.125,0.0,0.06169354838709676,2.1972245773362196
PLEKHG4,8,7,1.0,0.0,0.125,0.0169082125603864,0.0,0.048387096774193526,0.125,0.0,0.06169354838709676,2.1972245773362196
ZNF451,8,7,1.0,0.0,0.125,0.0169082125603864,0.0,0.048387096774193526,0.125,0.0,0.06169354838709676,2.1972245773362196
