Hugo_Symbol,n_mutations,n_patients,n_high_impact,hotspot_count,high_impact_ratio,patient_frequency,hotspot_ratio,patient_frequency_norm,high_impact_ratio_norm,hotspot_ratio_norm,gene_priority_score,log_n_mutations
TSC1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
SPATA13,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
APBA1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
ACACA,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
EPHA7,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
PLEKHM1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
MYT1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
RASSF10,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
MDC1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
GOLGA4,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
SLFN11,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
SLC30A1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
AASDH,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
PRKD2,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
XPO6,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
RAG1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
TOP2A,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
CHD4,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
ALOX12B,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
MTUS2,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
BNC2,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
PLXNB1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
PLXNA2,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
KCNA1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
PCSK5,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
FLT1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
C5,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
WDR36,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
GRID1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
NYAP1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
CHD5,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
WDR33,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
FURIN,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
ATP8B2,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
SREBF1,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
TRPM8,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
SLC12A7,8,8,2.0,0.0,0.25,0.0193236714975845,0.0,0.056451612903225895,0.25,0.0,0.10322580645161294,2.1972245773362196
PKHD1,20,19,2.0,0.0,0.1,0.0458937198067632,0.0,0.14516129032258057,0.1,0.0,0.10258064516129028,3.044522437723423
DNMT3A,7,5,2.0,0.0,0.2857142857142857,0.0120772946859903,0.0,0.03225806451612913,0.2857142857142857,0.0,0.10184331797235027,2.0794415416798357
NME8,7,5,2.0,0.0,0.2857142857142857,0.0120772946859903,0.0,0.03225806451612913,0.2857142857142857,0.0,0.10184331797235027,2.0794415416798357
ADAM23,7,5,2.0,0.0,0.2857142857142857,0.0120772946859903,0.0,0.03225806451612913,0.2857142857142857,0.0,0.10184331797235027,2.0794415416798357
FRAS1,25,20,2.0,0.0,0.08,0.0483091787439613,0.0,0.15322580645161293,0.08,0.0,0.10061290322580646,3.258096538021482
UNC13C,19,18,2.0,0.0,0.1052631578947368,0.0434782608695652,0.0,0.13709677419354854,0.1052631578947368,0.0,0.10012733446519531,2.995732273553991
DNAH10,19,18,2.0,0.0,0.1052631578947368,0.0434782608695652,0.0,0.13709677419354854,0.1052631578947368,0.0,0.10012733446519531,2.995732273553991
TPO,19,18,2.0,0.0,0.1052631578947368,0.0434782608695652,0.0,0.13709677419354854,0.1052631578947368,0.0,0.10012733446519531,2.995732273553991
PXDNL,19,18,2.0,0.0,0.1052631578947368,0.0434782608695652,0.0,0.13709677419354854,0.1052631578947368,0.0,0.10012733446519531,2.995732273553991
ANK2,17,17,2.0,0.0,0.1176470588235294,0.0410628019323671,0.0,0.12903225806451618,0.1176470588235294,0.0,0.0998102466793169,2.8903717578961645
ARHGEF5,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
ATF7IP,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
MUSK,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
CADM2,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
CNTN6,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
TANC2,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
TRPC6,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
EFCAB6,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
LY75,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
RNF145,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
ASCC3,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
PLCE1,8,7,2.0,0.0,0.25,0.0169082125603864,0.0,0.048387096774193526,0.25,0.0,0.09919354838709676,2.1972245773362196
EGF,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
TDRD6,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
COL15A1,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
ZNF518A,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
PCDH10,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
COL2A1,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
PDS5B,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
ADCY5,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
PRDM15,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
MICALL1,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
USF3,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
ARID5B,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
ITPKB,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
MYOF,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
BICRA,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
HECTD1,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
COL4A2,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
PLXNA3,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
AKAP11,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
KCNA3,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
CDH15,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
LCT,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
MTOR,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
COL9A1,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
MYO15A,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
FBXL7,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
KIAA0100,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
HIVEP1,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
SALL3,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
PLEKHA6,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
RTN1,9,9,2.0,0.0,0.2222222222222222,0.0217391304347826,0.0,0.06451612903225827,0.2222222222222222,0.0,0.0989247311827958,2.302585092994046
DCHS1,20,18,2.0,0.0,0.1,0.0434782608695652,0.0,0.13709677419354854,0.1,0.0,0.09854838709677427,3.044522437723423
MYH1,20,18,2.0,0.0,0.1,0.0434782608695652,0.0,0.13709677419354854,0.1,0.0,0.09854838709677427,3.044522437723423
LRRC7,16,16,2.0,0.0,0.125,0.038647342995169,0.0,0.1209677419354838,0.125,0.0,0.0979838709677419,2.833213344056216
ANK1,16,16,2.0,0.0,0.125,0.038647342995169,0.0,0.1209677419354838,0.125,0.0,0.0979838709677419,2.833213344056216
NTRK3,16,16,2.0,0.0,0.125,0.038647342995169,0.0,0.1209677419354838,0.125,0.0,0.0979838709677419,2.833213344056216
EPHA4,18,17,2.0,0.0,0.1111111111111111,0.0410628019323671,0.0,0.12903225806451618,0.1111111111111111,0.0,0.09784946236559142,2.9444389791664403
HECTD4,15,15,2.0,0.0,0.1333333333333333,0.036231884057971,0.0,0.11290322580645179,0.1333333333333333,0.0,0.09645161290322588,2.772588722239781
FNDC1,15,15,2.0,0.0,0.1333333333333333,0.036231884057971,0.0,0.11290322580645179,0.1333333333333333,0.0,0.09645161290322588,2.772588722239781
ADCY2,15,15,2.0,0.0,0.1333333333333333,0.036231884057971,0.0,0.11290322580645179,0.1333333333333333,0.0,0.09645161290322588,2.772588722239781
PDZD2,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
KIF14,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
CNTN1,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
MED13L,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
HCN4,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
SMCHD1,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
GABRQ,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
ADAM30,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
RIMS2,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
RNF123,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
CACNA1H,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
SORL1,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
CDHR2,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
IRX4,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
RESF1,10,10,2.0,0.0,0.2,0.0241545893719806,0.0,0.0725806451612903,0.2,0.0,0.09629032258064515,2.3978952727983707
NOS1,19,17,2.0,0.0,0.1052631578947368,0.0410628019323671,0.0,0.12903225806451618,0.1052631578947368,0.0,0.09609507640067913,2.995732273553991
NRXN1,17,16,2.0,0.0,0.1176470588235294,0.038647342995169,0.0,0.1209677419354838,0.1176470588235294,0.0,0.09577798861480072,2.8903717578961645
DNAH1,17,16,2.0,0.0,0.1176470588235294,0.038647342995169,0.0,0.1209677419354838,0.1176470588235294,0.0,0.09577798861480072,2.8903717578961645
SCN1A,14,14,2.0,0.0,0.1428571428571428,0.0338164251207729,0.0,0.10483870967741943,0.1428571428571428,0.0,0.09527649769585256,2.70805020110221
DIDO1,14,14,2.0,0.0,0.1428571428571428,0.0338164251207729,0.0,0.10483870967741943,0.1428571428571428,0.0,0.09527649769585256,2.70805020110221
STAB2,14,14,2.0,0.0,0.1428571428571428,0.0338164251207729,0.0,0.10483870967741943,0.1428571428571428,0.0,0.09527649769585256,2.70805020110221
RELN,14,14,2.0,0.0,0.1428571428571428,0.0338164251207729,0.0,0.10483870967741943,0.1428571428571428,0.0,0.09527649769585256,2.70805020110221
OTOGL,14,14,2.0,0.0,0.1428571428571428,0.0338164251207729,0.0,0.10483870967741943,0.1428571428571428,0.0,0.09527649769585256,2.70805020110221
BCORL1,8,6,2.0,0.0,0.25,0.0144927536231884,0.0,0.0403225806451615,0.25,0.0,0.09516129032258075,2.1972245773362196
MYT1L,21,21,1.0,0.0,0.0476190476190476,0.0507246376811594,0.0,0.16129032258064532,0.0476190476190476,0.0,0.09493087557603694,3.091042453358316
AMER3,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
CCDC136,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
DICER1,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
AKAP13,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
KMT2E,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
EYS,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
ZNF827,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
KNTC1,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
BCL11B,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
ATAD2B,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
TNRC18,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
FOCAD,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
BRWD3,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
COBL,9,8,2.0,0.0,0.2222222222222222,0.0193236714975845,0.0,0.056451612903225895,0.2222222222222222,0.0,0.09489247311827961,2.302585092994046
PCARE,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
ZDBF2,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
CYLC1,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
ERBB4,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
RECQL4,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
KCNB2,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
ADAMTS2,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
NEXMIF,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
ANKRD30A,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
GRIA1,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
CNTNAP5,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
CMYA5,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
TLN1,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
TRRAP,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
TTBK1,11,11,2.0,0.0,0.1818181818181818,0.0265700483091787,0.0,0.08064516129032266,0.1818181818181818,0.0,0.09486803519061587,2.4849066497880004
ADGRL4,13,13,2.0,0.0,0.1538461538461538,0.0314009661835748,0.0,0.09677419354838705,0.1538461538461538,0.0,0.09454094292803966,2.6390573296152584
ZNF804B,13,13,2.0,0.0,0.1538461538461538,0.0314009661835748,0.0,0.09677419354838705,0.1538461538461538,0.0,0.09454094292803966,2.6390573296152584
ZNF578,13,13,2.0,0.0,0.1538461538461538,0.0314009661835748,0.0,0.09677419354838705,0.1538461538461538,0.0,0.09454094292803966,2.6390573296152584
DNAH11,13,13,2.0,0.0,0.1538461538461538,0.0314009661835748,0.0,0.09677419354838705,0.1538461538461538,0.0,0.09454094292803966,2.6390573296152584
GCN1,13,13,2.0,0.0,0.1538461538461538,0.0314009661835748,0.0,0.09677419354838705,0.1538461538461538,0.0,0.09454094292803966,2.6390573296152584
ZNF638,13,13,2.0,0.0,0.1538461538461538,0.0314009661835748,0.0,0.09677419354838705,0.1538461538461538,0.0,0.09454094292803966,2.6390573296152584
CRYBG1,13,13,2.0,0.0,0.1538461538461538,0.0314009661835748,0.0,0.09677419354838705,0.1538461538461538,0.0,0.09454094292803966,2.6390573296152584
TLL1,12,12,2.0,0.0,0.1666666666666666,0.0289855072463768,0.0,0.08870967741935504,0.1666666666666666,0.0,0.09435483870967751,2.5649493574615367
LTBP4,12,12,2.0,0.0,0.1666666666666666,0.0289855072463768,0.0,0.08870967741935504,0.1666666666666666,0.0,0.09435483870967751,2.5649493574615367
ATP10B,12,12,2.0,0.0,0.1666666666666666,0.0289855072463768,0.0,0.08870967741935504,0.1666666666666666,0.0,0.09435483870967751,2.5649493574615367
BAZ2B,12,12,2.0,0.0,0.1666666666666666,0.0289855072463768,0.0,0.08870967741935504,0.1666666666666666,0.0,0.09435483870967751,2.5649493574615367
ATG2B,12,12,2.0,0.0,0.1666666666666666,0.0289855072463768,0.0,0.08870967741935504,0.1666666666666666,0.0,0.09435483870967751,2.5649493574615367
ITPR2,12,12,2.0,0.0,0.1666666666666666,0.0289855072463768,0.0,0.08870967741935504,0.1666666666666666,0.0,0.09435483870967751,2.5649493574615367
SLC9C1,12,12,2.0,0.0,0.1666666666666666,0.0289855072463768,0.0,0.08870967741935504,0.1666666666666666,0.0,0.09435483870967751,2.5649493574615367
SLCO5A1,12,12,2.0,0.0,0.1666666666666666,0.0289855072463768,0.0,0.08870967741935504,0.1666666666666666,0.0,0.09435483870967751,2.5649493574615367
FCGBP,22,21,1.0,0.0,0.0454545454545454,0.0507246376811594,0.0,0.16129032258064532,0.0454545454545454,0.0,0.09428152492668629,3.1354942159291497
SDK1,22,21,1.0,0.0,0.0454545454545454,0.0507246376811594,0.0,0.16129032258064532,0.0454545454545454,0.0,0.09428152492668629,3.1354942159291497
PCDH7,22,21,1.0,0.0,0.0454545454545454,0.0507246376811594,0.0,0.16129032258064532,0.0454545454545454,0.0,0.09428152492668629,3.1354942159291497
GLI2,16,15,2.0,0.0,0.125,0.036231884057971,0.0,0.11290322580645179,0.125,0.0,0.0939516129032259,2.833213344056216
MYO10,16,15,2.0,0.0,0.125,0.036231884057971,0.0,0.11290322580645179,0.125,0.0,0.0939516129032259,2.833213344056216
ABCA4,16,15,2.0,0.0,0.125,0.036231884057971,0.0,0.11290322580645179,0.125,0.0,0.0939516129032259,2.833213344056216
ADCY8,16,15,2.0,0.0,0.125,0.036231884057971,0.0,0.11290322580645179,0.125,0.0,0.0939516129032259,2.833213344056216
UNC79,16,15,2.0,0.0,0.125,0.036231884057971,0.0,0.11290322580645179,0.125,0.0,0.0939516129032259,2.833213344056216
FLG2,16,15,2.0,0.0,0.125,0.036231884057971,0.0,0.11290322580645179,0.125,0.0,0.0939516129032259,2.833213344056216
KIF26B,25,24,0.0,0.0,0.0,0.0579710144927536,0.0,0.18548387096774208,0.0,0.0,0.09274193548387104,3.258096538021482
DHX9,15,14,2.0,0.0,0.1333333333333333,0.0338164251207729,0.0,0.10483870967741943,0.1333333333333333,0.0,0.0924193548387097,2.772588722239781
ASPM,10,9,2.0,0.0,0.2,0.0217391304347826,0.0,0.06451612903225827,0.2,0.0,0.09225806451612914,2.3978952727983707
SLIT1,10,9,2.0,0.0,0.2,0.0217391304347826,0.0,0.06451612903225827,0.2,0.0,0.09225806451612914,2.3978952727983707
GABBR1,10,9,2.0,0.0,0.2,0.0217391304347826,0.0,0.06451612903225827,0.2,0.0,0.09225806451612914,2.3978952727983707
IGF2R,10,9,2.0,0.0,0.2,0.0217391304347826,0.0,0.06451612903225827,0.2,0.0,0.09225806451612914,2.3978952727983707
NYAP2,10,9,2.0,0.0,0.2,0.0217391304347826,0.0,0.06451612903225827,0.2,0.0,0.09225806451612914,2.3978952727983707
ABCA2,10,9,2.0,0.0,0.2,0.0217391304347826,0.0,0.06451612903225827,0.2,0.0,0.09225806451612914,2.3978952727983707
