Hugo_Symbol,n_mutations,n_patients,n_high_impact,hotspot_count,high_impact_ratio,patient_frequency,hotspot_ratio,patient_frequency_norm,high_impact_ratio_norm,hotspot_ratio_norm,gene_priority_score,log_n_mutations,weak_label_driver,ml_driver_probability,hybrid_score
BRPF1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
NOX4,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
NOP56,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
KIRREL1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
KIAA0232,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CCNB3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
TNFRSF21,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
GNAS,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
WDR64,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ZNF808,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
POTEH,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ATP12A,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
KIF2B,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ERCC2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PDGFD,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CARD10,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
EFEMP1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
TAS2R41,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
EPHA10,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
EPHB2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
KATNAL2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
MYLK,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
VEGFC,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PTPRO,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ZSWIM8,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PCNX3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PCDHAC1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
GUCY1A2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ZFP2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
TBC1D9,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
NRG1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
KCNV2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SLC36A3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
TCF4,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
C14orf39,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
GRIK4,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
NXF3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SCAPER,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
USP2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CLASP2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SLITRK5,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
MEGF6,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CKAP5,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
GBP2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
FOXK1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ADD2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ADGRA1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ADGRL1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CLCN1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CNGB3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
OR5T2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
FREM1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CROCC,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
EMILIN2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ZNF595,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
OR14A16,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ZC3HAV1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
IQGAP2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
IQGAP3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
BCL9,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CATSPER1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
RICTOR,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
STAG1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ANGPT1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
NLRP14,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
NLRP4,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CAPN13,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
HIP1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
BRCA1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
NEDD4L,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
KLHL35,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PRAMEF17,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PPP2R5D,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
RASA3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
MBD5,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
TENT5D,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PCDHA10,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
TBX4,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
EPRS1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SPATA20,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
KLHL32,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
KIR3DL2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PPM1H,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
KRT79,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
FAM184A,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ZNF585B,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PTBP1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
COL14A1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ACAD8,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
INTS1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
USP5,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
MATK,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ARMC3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
MAP4K2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ZNF334,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CDH26,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CDH4,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ZSWIM2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SLC6A19,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
MC4R,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PPFIA2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SLC13A4,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PRKCQ,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
IL17RD,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
IL10RA,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
DNER,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CHAMP1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CHAT,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ARHGEF4,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CDYL,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
GON4L,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
OLFM4,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
FRMD4B,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
RTL6,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
GALNT6,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
OR2T2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
FBF1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
MAST2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
OR2G2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
MFSD11,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ASTL,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
DNM3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PFKFB3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SBF1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
XRN2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
UBE3C,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CHPF,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SLC8A3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
AQR,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
LEO1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SMTN,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ZNF677,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PAX3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
LILRB3,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
VPS54,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PRDM9,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
FAM171A1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
FBLN1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
AFTPH,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
PALD1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
GCC1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SOS1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
SP140,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
CDH2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
FLNA,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
FMNL2,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
ZBBX,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
C3orf20,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
C2CD5,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
OR9G1,6,6,0.0,0.0,0.0,0.0144927536231884,0.0,0.0403225806451615,0.0,0.0,0.0201612903225807,1.9459101490553132,0,0.3131949965644474,0.1959815140677007
DDX60L,7,7,4.0,0.0,0.5714285714285714,0.0169082125603864,0.0,0.0483870967741935,0.5714285714285714,0.0,0.1956221198156681,2.0794415416798357,0,0.303676100561986,0.26045450826345884
ZBTB9,7,7,4.0,0.0,0.5714285714285714,0.0169082125603864,0.0,0.0483870967741935,0.5714285714285714,0.0,0.1956221198156681,2.0794415416798357,0,0.303676100561986,0.26045450826345884
CTCF,7,7,4.0,0.0,0.5714285714285714,0.0169082125603864,0.0,0.0483870967741935,0.5714285714285714,0.0,0.1956221198156681,2.0794415416798357,0,0.303676100561986,0.26045450826345884
